"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-01",,,,"11","4",,,,,,,,,,,"0.84",,,,"1.91",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-02",,,,"14","7",,,,,,,,,,,"0.52",,,,"2.21",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-03",,,,"13","8",,,,,,,,,,,"0.89",,,,"3.05",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-04",,,,"14","9",,,,,,,,,,,"0.99",,,,"3.42",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-05",,,,"13","5",,,,,,,,,,,"0.67",,,,"2.31",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-06",,,,"8","5",,,,,,,,,,,"0.77",,,,"1.76",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-07",,,,"14","10",,,,,,,,,,,"3.04",,,,"7.83",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-08",,,,"14","9",,,,,,,,,,,"0.66",,,,"3.12",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-09",,,,"7","4",,,,,,,,,,,"1.96",,,,"3.01",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-10",,,,"14","9",,,,,,,,,,,"2.32",,,,"6.58",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-11",,,,"9","7",,,,,,,,,,,"0.97",,,,"2.77",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2020-12",,,,"12","6",,,,,,,,,,,"1.31",,,,"5.07",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-01",,,,"7","3",,,,,,,,,,,"1.32",,,,"2.42",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-02",,,,"13","10",,,,,,,,,,,"1.44",,,,"4.72",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-03",,,,"5","3",,,,,,,,,,,"1.21",,,,"2.20",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-04",,,,"11","7",,,,,,,,,,,"0.55",,,,"2.23",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-05",,,,"9","8",,,,,,,,,,,"1.82",,,,"5.10",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-06",,,,"12","4",,,,,,,,,,,"1.03",,,,"2.65",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-07",,,,"14","11",,,,,,,,,,,"2.35",,,,"9.00",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-08",,,,"11","7",,,,,,,,,,,"3.11",,,,"8.09",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-10",,,,"12","8",,,,,,,,,,,"2.92",,,,"6.13",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-11",,,,"9","4",,,,,,,,,,,"0.55",,,,"1.20",,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2021-12",,,,"16","5",,,,,,,,,,,"0.40",,,,"1.43",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-01",,"0","0","9","5","1","1","0","11","1","0","0","20","1","2.1","0.85","69","2451","800","1.93","2.3","39.2","45.2","33.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-02","6.0","0","0","9","8","0","0","0","12","1","0","0","14","0","0.0","0.51","62","3171","720","2.55","0.0","40.2","46.5","33.8","280","290","28.0","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-03","6.9","0","0","12","7","0","0","0","1","0","3","0","25","0","0.0","1.16","77","3698","527","3.78","0.0","48.0","55.1","40.9","50","280","21.9","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-04","6.7","0","0","15","10","0","0","0","0","0","0","0","36","0","0.0","1.92","68","4138","440","4.50","0.0","50.3","57.7","43.0","50","50","25.9","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-05",,"43","43","12","3","0","0","0","0","0","14","0","34","0","0.0","0.65","84","4327","189","1.65","0.0","60.3","69.2","51.4",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06",,"310","267","8","5","0","0","0","0","0","30","2","51","0","0.0","0.58","90","4333","6","1.76","0.0","73.7","81.8","65.6",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07","3.6","776","466","13","7","0","0","0","0","0","31","14","67","0","0.0","2.54","96","0","0","6.58","0.0","80.0","87.4","72.6","280","300","23.0","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08","4.3","1143","368","12","11","0","0","0","0","0","31","4","62","0","0.0","1.76","92","0","0","5.04","0.0","76.9","83.8","70.0","150","130","25.1","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09","3.8","1295","151","8","6","0","0","0","0","0","26","0","48","0","0.0","1.20","85","38","38","3.94","0.0","68.8","75.5","62.0","270","170","17.0","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10","4.3","1300","5","11","6","0","0","0","1","0","6","0","32","0","0.0","1.53","74","264","226","5.05","0.0","57.9","63.9","51.9","40","20","19.9","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11","5.4","1306","6","8","7","0","0","0","2","0","6","0","30","0","0.0","0.98","75","631","367","3.99","0.0","53.0","59.8","46.1","270","290","23.0","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12","6.7","1306","0","10","8","8","2","0","14","4","0","0","20","9","6.5","1.02","62","1429","798","4.61","10.5","39.3","45.1","33.4","150","140","23.9","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-01","6.7","0","0","9","6","0","1","0","16","4","0","0","14","0","2.0","0.78","51","2365","936","2.31","2.1","34.8","39.7","29.9","300","310","25.9","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-02","6.5","0","0","15","10","24","5","0","19","4","0","0","17","14","14.8","1.85","54","3227","861","5.13","25.9","34.2","39.0","29.5","240","240","25.1","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-03","6.7","2","2","8","6","0","0","0","12","0","2","0","21","0","0.0","1.27","82","3822","595","3.41","0.0","45.9","54.1","37.6","210","220","28.0","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-04","5.8","7","5","13","5","0","0","0","2","0","10","0","28","0","0.0","0.83","85","4140","318","2.70","0.0","54.6","63.7","45.5","310","290","21.9","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-05","5.1","84","76","13","7","0","0","0","0","0","17","0","42","0","0.0","1.22","89","4282","142","4.36","0.0","62.9","71.7","54.0","70","70","23.9","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06","3.6","361","278","11","7","0","0","0","0","0","28","8","55","0","0.0","0.65","98","4282","0","2.63","0.0","74.3","82.5","66.0","280","280","17.0","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07","3.6","706","345","18","13","0","0","0","0","0","30","4","59","0","0.0","2.27","92","2","2","11.10","0.0","76.0","83.0","69.0","300","300","25.1","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08","3.4","1095","389","9","8","0","0","0","0","0","31","5","63","0","0.0","4.45","94","2","0","10.32","0.0","77.5","83.9","71.2","60","300","19.9","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09",,"1263","168","10","7","0","0","0","0","0","28","0","54","0","0.0","7.13","85","12","9","10.03","0.0","70.3","76.6","64.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10",,"1290","26","11","8","0","0","0","0","0","12","0","47","0","0.0","3.30","79","132","119","5.26","0.0","62.0","67.9","56.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11","4.7","1290","0","10","3","0","0","0","3","0","0","0","30","0","0.0","0.48","69","694","563","1.13","0.0","46.2","52.8","39.7","280","280","21.9","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12","5.4","1290","0","13","5","0","0","0","6","0","0","0","25","0","0.2","0.42","66","1352","658","1.39","0.2","43.8","49.3","38.3","300","310","23.9","40"
"US1NYRC0016","STATEN ISLAND 2.6 N, NY US","2020-12",,,,"11","8",,,,,,,,,,,"1.28",,,,"4.62",,,,,,,,
"US1NYRC0016","STATEN ISLAND 2.6 N, NY US","2021-01",,,,"4","4",,,,,,,,,,,"1.05",,,,"2.43",,,,,,,,
"US1NYRC0016","STATEN ISLAND 2.6 N, NY US","2021-11",,,,"7","3",,,,,,,,,,,"0.60",,,,"1.13",,,,,,,,
"US1NYRC0016","STATEN ISLAND 2.6 N, NY US","2021-12",,,,"13","9",,,,,,,,,,,"0.51",,,,"1.88",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-01",,,,"11","5",,,,,,,,,,,"1.05",,,,"2.12",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-02",,,,"13","9",,,,,,,,,,,"0.63",,,,"2.88",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-03",,,,"14","6",,,,,,,,,,,"1.41",,,,"4.49",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-04",,,,"16","8",,,,,,,,,,,"1.09",,,,"4.09",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-05",,,,"13","6",,,,,,,,,,,"0.73",,,,"1.90",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-06",,,,"10","6",,,,,,,,,,,"1.76",,,,"4.67",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-07",,,,"11","8",,,,,,,,,,,"2.18",,,,"5.06",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-08",,,,"14","7",,,,,,,,,,,"1.07",,,,"4.76",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-10",,,,"17","9",,,,,,,,,,,"3.20",,,,"8.89",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-11",,,,"11","6",,,,,,,,,,,"1.28",,,,"3.38",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2020-12",,,,"11","6",,,,,,,,,,,"1.98",,,,"6.21",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-01",,,,"6","4",,,,,,,,,,,"0.85",,,,"2.52",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-02",,,,"14","10",,,,,,,,,,,"1.36",,,,"5.84",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-03",,,,"4","3",,,,,,,,,,,"1.43",,,,"2.96",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-04",,,,"11","8",,,,,,,,,,,"1.21",,,,"4.06",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-05",,,,"10","8",,,,,,,,,,,"1.50",,,,"4.78",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-06",,,,"11","5",,,,,,,,,,,"2.21",,,,"4.82",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-07",,,,"15","8",,,,,,,,,,,"2.67",,,,"8.30",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-08",,,,"11","6",,,,,,,,,,,"3.10",,,,"5.64",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-09",,,,"10","6",,,,,,,,,,,"1.24",,,,"3.30",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-10",,,,"8","6",,,,,,,,,,,"1.15",,,,"3.53",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-11",,,,"11","3",,,,,,,,,,,"0.21",,,,"0.69",,,,,,,,
"US1NJMN0010","EATONTOWN 1.2 NE, NJ US","2021-12",,,,"15","5",,,,,,,,,,,"0.44",,,,"1.51",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-01",,,,"10","4","6","1",,,,,,,"2","2.5","1.23",,,,"2.44","2.5",,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-02",,,,"14","8","0","0",,,,,,,"0","0.0","0.52",,,,"2.37","0.0",,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-03",,,,"15","8",,,,,,,,,,,"0.83",,,,"3.43",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-04",,,,"15","9",,,,,,,,,,,"1.20",,,,"4.28",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-05",,,,"14","6",,,,,,,,,,,"1.07",,,,"3.48",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-06",,,,"11","6",,,,,,,,,,,"0.33",,,,"1.46",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-07",,,,"12","4",,,,,,,,,,,"2.76",,,,"3.85",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-08",,,,"18","9",,,,,,,,,,,"1.91",,,,"5.73",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-09",,,,"8","7",,,,,,,,,,,"2.50",,,,"4.85",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-10",,,,"16","8",,,,,,,,,,,"2.36",,,,"5.39",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-11",,,,"9","7",,,,,,,,,,,"1.15",,,,"3.66",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2020-12",,,,"12","7",,,,,,,,,,,"2.37",,,,"6.66",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-01",,,,"5","4","5","1",,,,,,,"2","2.0","1.44",,,,"2.54","2.5",,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-02",,,,"16","8","28","8",,,,,,,"20","14.0","1.70",,,,"5.09","36.1",,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-03",,,,"6","4","10","0",,,,,,,"4","0.0","0.87",,,,"2.93","0.0",,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-04",,,,"13","7",,,,,,,,,,,"0.92",,,,"3.22",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-05",,,,"12","9",,,,,,,,,,,"1.71",,,,"5.15",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-06",,,,"14","6",,,,,,,,,,,"0.37",,,,"1.94",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-07",,,,"14","11",,,,,,,,,,,"2.73",,,,"7.59",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-09",,,,"12","6",,,,,,,,,,,"5.28",,,,"7.99",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-10",,,,"15","8",,,,,,,,,,,"3.70",,,,"7.58",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-11",,,,"11","5",,,,,,,,,,,"0.56",,,,"1.39",,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","2021-12",,,,"18","6","1","1",,,,,,,"1","1.0","0.25",,,,"1.42","1.0",,,,,,,
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-01","8.9","0","0","9","2",,,"0","15","1","0","0","18",,,"0.67","69","2576","820","1.43",,"38.6","45.7","31.4","210","210","36.0","47"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-02","8.9","0","0","9","6",,,"0","15","1","0","0","14",,,"0.73","57","3304","729","2.01",,"39.9","46.8","33.0","260","260","42.9","56"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-03","9.8","0","0","9","6",,,"0","4","0","2","0","25",,,"1.10","74","3858","553","3.19",,"47.2","55.0","39.3","260","20","29.1","40"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-04","11.2","0","0","15","8",,,"0","0","0","0","0","35",,,"1.15","65","4324","467","2.85",,"49.4","56.7","42.2","180","170","40.9","55"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-05","9.4","26","26","12","3",,,"0","0","0","14","0","35",,,"0.69","83","4517","193","1.30",,"59.6","68.4","50.8","90","90","31.1","41"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-06","8.1","270","244","6","5",,,"0","0","0","30","0","49",,,"0.58","89","4524","6","2.31",,"72.9","81.3","64.5","330","320","30.0","42"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-07","8.1","755","485","10","7",,,"0","0","0","31","14","67",,,"0.96","97","0","0","3.88",,"80.6","87.8","73.5","120","150","31.1","44"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-08","8.1","1128","373","12","8",,,"0","0","0","31","6","60",,,"0.47","93","0","0","2.44",,"77.0","84.1","70.0","170","170","53.0","79"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-09","8.1","1258","130","6","4",,,"0","0","0","24","0","46",,,"2.64","87","42","42","4.38",,"68.1","75.9","60.4","190","200","30.0","44"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-10","7.6","1267","10","11","6",,,"0","1","0","8","0","32",,,"1.11","77","268","226","3.62",,"58.0","64.9","51.1","20","30","28.0","39"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-11","8.5","1267","0","9","7",,,"0","3","0","4","0","24",,,"0.94","77","697","428","4.31",,"50.7","60.1","41.4","150","160","47.0","60"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2020-12","9.6","1267","0","8","4",,,"0","19","1","0","0","21",,,"1.12","63","1529","832","2.57",,"38.2","45.3","31.0","160","160","44.1","57"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-01","9.2","0","0","9","3",,,"0","23","3","0","0","15",,,"0.99","53","2477","948","1.93",,"34.4","40.5","28.3","330","330","31.1","43"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-02","9.4","0","0","10","7",,,"0","22","5","0","0","12",,,"0.61","53","3369","891","2.68",,"33.2","38.9","27.4","40","30","36.0","48"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-03","9.8","1","1","6","5",,,"0","14","0","1","0","21",,,"0.88","82","4029","660","2.96",,"43.7","52.8","34.6","270","290","38.0","53"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-04","9.2","1","0","9","6",,,"0","2","0","2","0","30",,,"1.23","74","4413","384","2.89",,"52.2","61.3","43.1","290","270","30.0","44"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-05","8.7","44","43","10","8",,,"0","0","0","13","2","43",,,"0.83","91","4590","177","3.85",,"60.7","69.7","51.7","240","240","29.1","43"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-06","8.5","249","205","9","4",,,"0","0","0","28","4","51",,,"0.73","91","4596","5","1.74",,"71.6","80.0","63.2","200","200","23.9","31"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-07","7.6","540","291","13","9",,,"0","0","0","27","2","58",,,"0.74","91","4","4","3.80",,"75.2","82.4","68.1","270","350","28.0","38"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-08","7.2","898","358","10","8",,,"0","0","0","31","7","61",,,"2.57","93","4","0","7.11",,"76.5","83.3","69.8","270","270","28.0","38"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-09","8.5","1062","164","8","5",,,"0","0","0","28","0","53",,,"1.67","85","13","9","3.89",,"70.2","77.4","62.9","180","190","36.9","51"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-10","7.8","1081","19","11","5",,,"0","0","0","17","0","42",,,"2.38","78","126","113","3.65",,"62.0","69.1","54.9","100","100","31.1","40"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-11","7.4","1081","0","6","2",,,"0","8","0","1","0","28",,,"0.30","70","709","584","0.69",,"45.5","54.2","36.9","280","280","32.0","47"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2021-12","7.6","1081","0",,,,,"0","7","0","0","0","23",,,,"61","1394","684",,,"42.9","49.2","36.7","290","280","33.1","59"
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-02",,,,"15","8",,,,,,,,,,,"0.67",,,,"2.91",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-04",,,,"18","9",,,,,,,,,,,"1.06",,,,"4.30",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-05",,,,"14","3",,,,,,,,,,,"0.91",,,,"1.92",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-06",,,,"9","7",,,,,,,,,,,"2.08",,,,"6.20",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-07",,,,"14","5",,,,,,,,,,,"2.65",,,,"6.31",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-08",,,,"15","10",,,,,,,,,,,"1.26",,,,"3.96",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-09",,,,"9","3",,,,,,,,,,,"0.78",,,,"1.56",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-10",,,,"14","8",,,,,,,,,,,"1.81",,,,"6.85",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2020-12",,,,"10","6",,,,,,,,,,,"1.31",,,,"5.59",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-01",,,,"7","4",,,,,,,,,,,"0.98",,,,"2.43",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-04",,,,"13","7",,,,,,,,,,,"0.79",,,,"3.87",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-06",,,,"13","7",,,,,,,,,,,"1.41",,,,"2.76",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-07",,,,"12","7",,,,,,,,,,,"2.57",,,,"7.09",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-08",,,,"12","7",,,,,,,,,,,"4.57",,,,"8.52",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-09",,,,"10","5",,,,,,,,,,,"2.17",,,,"3.95",,,,,,,,
"US1NJMN0012","COLTS NECK TWP 2.4 NW, NJ US","2021-12",,,,"15","7",,,,,,,,,,,"0.26",,,,"1.58",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-01",,,,"8","3",,,,,,,,,,,"1.00",,,,"1.80",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-02",,,,"14","9",,,,,,,,,,,"0.62",,,,"3.00",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-03",,,,"12","8",,,,,,,,,,,"1.38",,,,"4.30",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-05",,,,"8","4",,,,,,,,,,,"0.67",,,,"1.94",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-06",,,,"7","7",,,,,,,,,,,"1.22",,,,"3.54",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-07",,,,"12","9",,,,,,,,,,,"1.95",,,,"6.28",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-08",,,,"14","9",,,,,,,,,,,"1.17",,,,"4.03",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-09",,,,"6","4",,,,,,,,,,,"1.60",,,,"3.42",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-10",,,,"15","7",,,,,,,,,,,"1.72",,,,"6.24",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-11",,,,"9","7",,,,,,,,,,,"0.85",,,,"3.07",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2020-12",,,,"6","4",,,,,,,,,,,"1.45",,,,"3.25",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-01",,,,"4","4",,"0",,,,,,,,"0.0","0.85",,,,"1.92","0.0",,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-03",,,,"4","3",,,,,,,,,,,"1.44",,,,"2.83",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-04",,,,"8","7",,,,,,,,,,,"0.89",,,,"3.54",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-05",,,,"8","8",,,,,,,,,,,"1.46",,,,"5.02",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-06",,,,"7","6",,,,,,,,,,,"0.59",,,,"1.44",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-07",,,,"15","7",,,,,,,,,,,"2.10",,,,"8.24",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-08",,,,"11","8",,,,,,,,,,,"1.75",,,,"5.98",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-09",,,,"10","5",,,,,,,,,,,"4.00",,,,"6.83",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-10",,,,"8","6",,,,,,,,,,,"3.34",,,,"6.15",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-11",,,,"8","3",,,,,,,,,,,"0.30",,,,"0.89",,,,,,,,
"US1NJMN0011","MIDDLETOWN TWP 3.6 NW, NJ US","2021-12",,,,"15","8",,,,,,,,,,,"0.20",,,,"1.50",,,,,,,,
"US1NJES0024","CEDAR GROVE TWP 0.4 W, NJ US","2020-01",,,,"8","3","2","2",,,,,,,"2","2.4","1.69",,,,"2.60","3.4",,,,,,,
"US1NJES0024","CEDAR GROVE TWP 0.4 W, NJ US","2020-02",,,,"10","8","0","0",,,,,,,"0","0.2","0.69",,,,"2.72","0.2",,,,,,,
