"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJMS0121","40.8113189","-74.4635108","96.9","2024-05",,,,,,,,,,,,,,,,,,,,"3.80",,,,,,,,
"US1NJMS0121","40.8113189","-74.4635108","96.9","2024-06",,,,,,,,,,,,,,,,,,,,"1.19",,,,,,,,
"US1NJMS0121","40.8113189","-74.4635108","96.9","2024-08",,,,,,,,,,,,,,,,,,,,"11.43",,,,,,,,
"US1NJMS0121","40.8113189","-74.4635108","96.9","2024-09",,,,,,,,,,,,,,,,,,,,"1.13",,,,,,,,
"US1NJMS0121","40.8113189","-74.4635108","96.9","2024-10",,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2022-10",,,,"12","11",,,,,,,,,,,"1.86",,,,"6.21",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2022-11",,,,"8","4",,,,,,,,,,,"0.81",,,,"2.43",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2022-12",,,,"10","8",,,,,,,,,,,"0.91",,,,"3.61",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-01",,,,"14","9",,,,,,,,,,,"1.13",,,,"4.28",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-02",,,,"9","5",,,,,,,,,,,"0.79",,,,"1.78",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-03",,,,"15","7",,,,,,,,,,,"1.27",,,,"3.99",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-04",,,,"8","5",,,,,,,,,,,"1.40",,,,"4.21",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-05",,,,"9","3",,,,,,,,,,,"1.61",,,,"2.80",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-06",,,,"10","6",,,,,,,,,,,"0.51",,,,"1.63",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-07",,,,"15","9",,,,,,,,,,,"1.25",,,,"4.24",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-08",,,,"13","9",,,,,,,,,,,"0.82",,,,"3.22",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-09",,,,"12","9",,,,,,,,,,,"5.25",,,,"10.80",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-10",,,,"9","6",,,,,,,,,,,"1.05",,,,"3.42",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-11",,,,"4","2",,"0",,,,,,,,"0.0","1.56",,,,"1.83","0.0",,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2023-12",,,,"10","7",,,,,,,,,,,"4.07",,,,"9.59",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-01",,,,"13","10",,,,,,,,,,,"2.66",,,,"7.06",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-02",,,,"10","8",,,,,,,,,,,"0.58",,,,"2.06",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-03",,,,"14","8",,,,,,,,,,,"2.61",,,,"10.53",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-04",,,,"11","6",,,,,,,,,,,"1.43",,,,"3.70",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-05",,,,"11","8",,,,,,,,,,,"0.56",,,,"2.50",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-06",,,,"6","3",,,,,,,,,,,"0.97",,,,"2.85",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-07",,,,"12","9",,,,,,,,,,,"0.95",,,,"2.74",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-08",,,,"15","7",,,,,,,,,,,"2.31",,,,"5.29",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-09",,,,"5","1",,,,,,,,,,,"0.31",,,,"0.50",,,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-10",,,,"1","0",,"0",,,,,,,,"0.0","0.07",,,,"0.07","0.0",,,,,,,
"US1NYNS0070","40.645865","-73.522159","2.1","2024-11",,,,"7","6",,,,,,,,,,,"0.94",,,,"2.93",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2022-09",,,,"9","6",,,,,,,,,,,"2.10",,,,"4.68",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2023-06",,,,,,,,,,,,,,,,,,,,"1.15",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2023-07",,,,,,,,,,,,,,,,,,,,"5.84",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2023-11",,,,"3","2",,"0",,,,,,,,"0.0","1.77",,,,"2.12","0.0",,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2023-12",,,,,,,,,,,,,,,,,,,,"7.35",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2024-04",,,,"15","7",,,,,,,,,,,"1.35",,,,"2.98",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2024-06",,,,,,,,,,,,,,,,,,,,"3.02",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2024-07",,,,"15","11",,,,,,,,,,,"0.90",,,,"4.10",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2024-10",,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,
"US1NYKN0059","40.65968","-73.982799","51.8","2024-11",,,,"9","7",,,,,,,,,,,"0.98",,,,"3.45",,,,,,,,
"US1NJHD0002","40.772892","-74.140926","29.0","2022-01",,,,"11","8",,"4",,,,,,,,"6.5","1.01",,,,"3.86","14.4",,,,,,,
"US1NJHD0002","40.772892","-74.140926","29.0","2022-02",,,,"9","7",,"1",,,,,,,,"3.1","0.81",,,,"2.56","3.5",,,,,,,
"US1NJHD0002","40.772892","-74.140926","29.0","2022-03",,,,"12","5",,,,,,,,,,,"0.68",,,,"2.15",,,,,,,,
"US1NJHD0002","40.772892","-74.140926","29.0","2022-04",,,,"13","8",,,,,,,,,,,"1.71",,,,"4.50",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-01",,,,"10","8",,,,,,,,,,,"1.83",,,,"4.79",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-02",,,,"9","8",,,,,,,,,,,"0.83",,,,"3.90",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-03",,,,"13","6",,,,,,,,,,,"0.72",,,,"3.31",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-04",,,,"9","7",,,,,,,,,,,"2.14",,,,"4.52",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-05",,,,"13","8",,,,,,,,,,,"1.36",,,,"5.56",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-06",,,,"9","8",,,,,,,,,,,"1.20",,,,"4.02",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-07",,,,"8","4",,,,,,,,,,,"0.87",,,,"1.86",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-08",,,,"8","3",,,,,,,,,,,"0.26",,,,"0.84",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-09",,,,"7","5",,,,,,,,,,,"1.03",,,,"2.81",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-10",,,,"13","9",,,,,,,,,,,"2.35",,,,"6.72",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-11",,,,"7","5",,,,,,,,,,,"0.87",,,,"2.81",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2022-12",,,,"9","7",,,,,,,,,,,"1.08",,,,"4.20",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-01",,,,"13","8",,,,,,,,,,,"1.61",,,,"5.24",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-02",,,,"8","4",,,,,,,,,,,"0.54",,,,"1.50",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-03",,,,"11","7",,,,,,,,,,,"1.47",,,,"4.27",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-04",,,,"8","5",,,,,,,,,,,"2.20",,,,"5.35",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-05",,,,"7","3",,,,,,,,,,,"2.83",,,,"4.75",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-06",,,,"10","4",,,,,,,,,,,"0.28",,,,"1.09",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-07",,,,"14","8",,,,,,,,,,,"1.02",,,,"3.54",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-08",,,,"12","9",,,,,,,,,,,"1.05",,,,"4.83",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-09",,,,"13","9",,,,,,,,,,,"4.63",,,,"13.67",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-10",,,,"11","6",,,,,,,,,,,"1.18",,,,"4.02",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-11",,,,"4","2",,,,,,,,,,,"1.43",,,,"2.01",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2023-12",,,,"9","6",,,,,,,,,,,"2.50",,,,"7.57",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-01",,,,"13","11",,,,,,,,,,,"2.39",,,,"6.95",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-02",,,,"10","8",,,,,,,,,,,"0.70",,,,"2.43",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-03",,,,"10","8",,,,,,,,,,,"3.37",,,,"11.96",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-04",,,,"12","6",,,,,,,,,,,"2.22",,,,"4.95",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-05",,,,"13","10",,,,,,,,,,,"0.75",,,,"3.47",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-06",,,,"7","4",,,,,,,,,,,"0.82",,,,"2.47",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-07",,,,"13","6",,,,,,,,,,,"1.38",,,,"3.50",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-08",,,,"12","10",,,,,,,,,,,"1.43",,,,"5.58",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-09",,,,"7","4",,,,,,,,,,,"0.40",,,,"1.02",,,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NYQN0033","40.662099","-73.841345","2.1","2024-11",,,,"7","7",,,,,,,,,,,"1.22",,,,"3.88",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-01",,,,"10","7",,,,,,,,,,,"1.55",,,,"4.32",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-02",,,,"10","8",,,,,,,,,,,"0.63",,,,"3.16",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-04",,,,"10","7",,,,,,,,,,,"1.20",,,,"4.73",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-05",,,,"12","8",,,,,,,,,,,"1.56",,,,"6.70",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-06",,,,,,,,,,,,,,,,,,,,"2.97",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-07",,,,"4","3",,,,,,,,,,,"0.61",,,,"0.97",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-10",,,,"12","10",,,,,,,,,,,"1.84",,,,"6.61",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2022-11",,,,"7","4",,,,,,,,,,,"0.83",,,,"2.37",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2023-01",,,,"12","7",,,,,,,,,,,"1.36",,,,"4.49",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2023-02",,,,"7","5",,,,,,,,,,,"0.69",,,,"1.53",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2023-03",,,,"12","8",,,,,,,,,,,"1.49",,,,"3.36",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2023-06",,,,"8","8",,,,,,,,,,,"1.12",,,,"3.96",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-01",,,,"12","10",,,,,,,,,,,"2.15",,,,"6.07",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-02",,,,"8","6",,,,,,,,,,,"0.55",,,,"1.75",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-03",,,,"11","10",,,,,,,,,,,"2.10",,,,"7.67",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-04",,,,"10","8",,,,,,,,,,,"1.32",,,,"4.28",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-05",,,,,,,,,,,,,,,,,,,,"4.06",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-06",,,,,,,,,,,,,,,,,,,,"1.95",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-07",,,,,,,,,,,,,,,,,,,,"5.28",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-09",,,,"4","2",,,,,,,,,,,"0.41",,,,"0.74",,,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NJMD0070","40.484742","-74.41031","19.2","2024-11",,,,"7","6",,,,,,,,,,,"1.02",,,,"2.83",,,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-02",,,,"7","7","1","1",,,,,,,"1","1.0","0.71",,,,"2.54","1.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-04",,,,"9","5","0","0",,,,,,,"0","0.0","1.51",,,,"2.72","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-05",,,,"13","7","0","0",,,,,,,"0","0.0","1.11",,,,"4.38","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-06",,,,"9","9","0","0",,,,,,,"0","0.0","1.41",,,,"4.48","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-07",,,,"8","3","0","0",,,,,,,"0","0.0","0.25",,,,"0.75","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-08",,,,"5","4","0","0",,,,,,,"0","0.0","0.30",,,,"0.84","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-09",,,,"7","6","0","0",,,,,,,"0","0.0","0.55",,,,"1.65","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-10",,,,"13","10","0","0",,,,,,,"0","0.0","2.23",,,,"5.75","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-11",,,,"6","5","0","0",,,,,,,"0","0.0","0.78",,,,"2.44","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2022-12",,,,"8","7","0","0",,,,,,,"0","0.0","1.00",,,,"3.13","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-02",,,,"9","8","1","1",,,,,,,"1","1.0","0.55",,,,"1.75","1.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-03",,,,"12","6","0","0",,,,,,,"0","0.0","1.18",,,,"3.95","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-04",,,,"8","6","0","0",,,,,,,"0","0.0","1.55",,,,"4.46","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-05",,,,"5","4","0","0",,,,,,,"0","0.0","1.64",,,,"2.91","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-06",,,,"12","7","0","0",,,,,,,"0","0.0","0.45",,,,"1.87","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-07",,,,"12","8","0","0",,,,,,,"0","0.0","1.15",,,,"3.81","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-08",,,,"13","10","0","0",,,,,,,"0","0.0","1.15",,,,"4.29","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-09",,,,"12","8","0","0",,,,,,,"0","0.0","4.28",,,,"9.39","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-10",,,,"8","7","0","0",,,,,,,"0","0.0","1.00",,,,"3.79","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-11",,,,"2","2","0","0",,,,,,,"0","0.0","1.42",,,,"1.56","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2023-12",,,,"7","6","0","0",,,,,,,"0","0.0","3.26",,,,"7.50","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-02",,,,"7","7","2","2",,,,,,,"5","5.2","0.65",,,,"1.81","8.7",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-03",,,,"13","9","0","0",,,,,,,"0","0.0","2.46",,,,"10.54","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-04",,,,"8","5","0","0",,,,,,,"0","0.0","1.22",,,,"3.42","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-05",,,,"10","8","0","0",,,,,,,"0","0.0","0.68",,,,"2.70","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-06",,,,"8","3","0","0",,,,,,,"0","0.0","1.05",,,,"2.87","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-07",,,,"8","7","0","0",,,,,,,"0","0.0","1.38",,,,"2.63","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-08",,,,"14","10","0","0",,,,,,,"0","0.0","2.54",,,,"7.86","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.30",,,,"0.68","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-10",,,,"1","0","0","0",,,,,,,"0","0.0","0.04",,,,"0.04","0.0",,,,,,,
"US1NYNS0034","40.666824","-73.505371","4.3","2024-11",,,,"7","7","0","0",,,,,,,"0","0.0","0.93",,,,"2.95","0.0",,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2022-10",,,,,,,,,,,,,,,,,,,,"3.49",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2023-02",,,,"7","4",,,,,,,,,,,"0.55",,,,"1.08",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2023-03",,,,"18","6",,,,,,,,,,,"0.98",,,,"2.70",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2023-04",,,,"11","5",,,,,,,,,,,"1.36",,,,"3.88",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2023-07",,,,"15","10",,,,,,,,,,,"2.74",,,,"7.72",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2024-01",,,,"14","9",,,,,,,,,,,"2.26",,,,"6.00",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2024-08",,,,"13","11",,,,,,,,,,,"1.56",,,,"6.32",,,,,,,,
"US1NJUN0042","40.646148","-74.35655","44.5","2024-11",,,,"7","7",,,,,,,,,,,"0.92",,,,"3.26",,,,,,,,
"USW00094741","40.85898","-74.05616","0.8","2022-01","8.3","0","0","11","7",,,"0","28","10","0","0","6",,,"1.36","59","2600","1123","3.76",,"28.8","36.8","20.8","80","70","32.0","49"
"USW00094741","40.85898","-74.05616","0.8","2022-02","8.5","0","0","9","8",,,"0","23","3","0","0","14",,,"0.81","68","3429","829","3.36",,"35.4","45.3","25.5","280","280","32.0","44"
"USW00094741","40.85898","-74.05616","0.8","2022-03","8.9","0","0","12","6",,,"0","14","1","3","0","18",,,"0.56","74","4095","665","2.10",,"43.5","53.2","33.9","330","280","32.0","47"
"USW00094741","40.85898","-74.05616","0.8","2022-04","9.2","7","7","13","7",,,"0","0","0","4","0","33",,,"1.95","88","4508","414","5.00",,"51.5","60.4","42.5","320","300","30.0","40"
"USW00094741","40.85898","-74.05616","0.8","2022-05","6.7","97","89","13","10",,,"0","0","0","24","3","42",,,"1.04","98","4604","96","5.24",,"64.8","74.9","54.7","300","290","31.1","43"
"USW00094741","40.85898","-74.05616","0.8","2022-06","6.7","282","186","13","6",,,"0","0","0","30","3","51",,,"1.08","91","4609","4","3.82",,"71.0","81.5","60.6","320","150","25.1","37"
"USW00094741","40.85898","-74.05616","0.8","2022-07","6.7","712","430","6","5",,,"0","0","0","30","12","62",,,"2.80","98","0","0","4.76",,"79.3","88.9","69.8","110","310","28.0","36"
"USW00094741","40.85898","-74.05616","0.8","2022-08","6.5","1145","433","8","4",,,"0","0","0","31","15","60",,,"0.88","97","0","0","1.72",,"79.0","88.5","69.4","240","230","29.1","40"
"USW00094741","40.85898","-74.05616","0.8","2022-09","6.3",,,"6","4",,,,,,,,,,,"1.05",,,,"2.52",,,,,"340","260","35.1","39"
"USW00094741","40.85898","-74.05616","0.8","2022-10","5.6",,"3","14","9",,,"0","0","0","8","0","34",,,"1.87","77",,"297","5.37",,"55.5","65.2","45.8","230","50","23.9","34"
"USW00094741","40.85898","-74.05616","0.8","2022-11","7.2",,"6","11","7",,,"0","9","0","8","0","21",,,"0.81","78",,"498","3.25",,"48.6","58.0","39.1","320","200","25.1","36"
"USW00094741","40.85898","-74.05616","0.8","2022-12","7.8",,"0","10","9",,,"0","25","3","0","0","6",,,"1.83","62",,"893","5.85",,"36.2","44.1","28.3","230","240","33.1","45"
"USW00094741","40.85898","-74.05616","0.8","2023-01","7.2","0","0","16","8",,,"0","11","0","0","0","27",,,"0.90","64",,"736","4.18",,"41.2","48.1","34.4","270","170","28.0","37"
"USW00094741","40.85898","-74.05616","0.8","2023-02","7.6","0","0","11","5",,,"0","20","2","0","0","2",,,"0.35","67",,"748","1.54",,"38.3","47.9","28.7","330","320","32.0","49"
"USW00094741","40.85898","-74.05616","0.8","2023-03","8.9","0","0","14","9",,,"0","13","0","0","0","24",,,"1.13","62",,"697","3.42",,"42.5","51.0","34.0","320","340","31.1","47"
"USW00094741","40.85898","-74.05616","0.8","2023-04","7.4","26","26","10","7",,,"0","1","0","10","2","31",,,"2.30","90",,"303","7.48",,"55.8","66.2","45.4","300","300","32.0","47"
"USW00094741","40.85898","-74.05616","0.8","2023-05","6.5","44","18","7","3",,,"0","0","0","22","0","40",,,"0.61","86",,"144","1.17",,"60.9","72.4","49.5","220","300","25.1","34"
"USW00094741","40.85898","-74.05616","0.8","2023-06","6.3","194","149","13","7",,,"0","0","0","29","1","46",,,"0.77","93",,"22","2.36",,"69.2","79.6","58.9","260","140","25.9","41"
"USW00094741","40.85898","-74.05616","0.8","2023-07","5.8","615","421","16","10",,,"0","0","0","31","12","61",,,"1.00","94","0","0","4.93",,"78.6","88.1","69.1","310","310","29.1","45"
"USW00094741","40.85898","-74.05616","0.8","2023-08","6.7","889","274","12","9",,,"0","0","0","31","0","58",,,"0.90","88","0","0","4.44",,"73.8","82.3","65.4","130","130","25.9","37"
"USW00094741","40.85898","-74.05616","0.8","2023-09","6.0","1054","165","16","13",,,"0","0","0","22","6","48",,,"1.61","99","52","52","7.69",,"68.8","77.4","60.2","240","240","35.1","65"
"USW00094741","40.85898","-74.05616","0.8","2023-10","5.6","1086","31","8","7",,,"0","0","0","13","0","40",,,"1.74","87","253","201","4.48",,"59.5","69.0","50.1","320","330","25.9","37"
"USW00094741","40.85898","-74.05616","0.8","2023-11","6.3","1086","0","6","3",,,"0","12","0","0","0","24",,,"1.52","69","817","564","3.02",,"44.0","53.6","34.5","290","270","23.9","31"
"USW00094741","40.85898","-74.05616","0.8","2023-12","6.0","1086","0","10","7",,,"0","14","0","0","0","22",,,"2.82","64","1513","696","6.18",,"42.0","49.5","34.5","160","150","38.0","56"
"USW00094741","40.85898","-74.05616","0.8","2024-01","8.3","0","0","16","10",,,"0","17","6","0","0","15",,,"2.30","60","2443","929","6.26",,"35.0","41.1","28.9","320","320","128.0","128"
"USW00094741","40.85898","-74.05616","0.8","2024-02","7.2","0","0","8","5",,,"0","21","0","0","0","20",,,"0.71","65","3231","788","1.95",,"37.8","45.6","30.1","310","310","31.1","49"
"USW00094741","40.85898","-74.05616","0.8","2024-03","8.7","0","0","10","6",,,"0","6","0","2","0","25",,,"3.28","74","3814","583","8.97",,"46.2","54.2","38.2","300","300","36.9","57"
"USW00094741","40.85898","-74.05616","0.8","2024-04","8.1","10","10","11","6",,,"0","0","0","7","0","33",,,"1.37","86","4187","373","3.65",,"52.9","62.3","43.6","220","90","36.0","56"
"USW00094741","40.85898","-74.05616","0.8","2024-05","6.5","111","100","13","9",,,"0","0","0","21","1","44",,,"0.75","90","4274","87","4.04",,"65.4","74.7","56.1","280","290","23.9","43"
"USW00094741","40.85898","-74.05616","0.8","2024-06","7.4","420","309","8","5",,,"0","0","0","30","8","54",,,"1.07","97","4274","0","3.26",,"75.3","85.6","65.0","260","250","38.0","63"
"USW00094741","40.85898","-74.05616","0.8","2024-07","6.0","879","459","10","8",,,"0","0","0","31","15","60",,,"0.79","101","0","0","3.93",,"79.8","88.9","70.7","300","310","28.0","37"
"USW00094741","40.85898","-74.05616","0.8","2024-08","6.0","1197","318","14","9",,,"0","0","0","31","7","54",,,"3.75","99","1","1","9.67",,"75.2","84.5","66.0","160","190","28.0","46"
"USW00094741","40.85898","-74.05616","0.8","2024-09","5.4","1310","113","5","3",,,"0","0","0","26","0","50",,,"0.64","87","14","13","1.03",,"68.3","77.6","59.0","280","150","25.9","42"
"USW00094741","40.85898","-74.05616","0.8","2024-10","5.8","1320","10","0","0",,,"0","0","0","19","0","36",,,"0.00","85","198","184","0.00",,"59.4","71.4","47.4","310","310","25.9","41"
"USW00094741","40.85898","-74.05616","0.8","2024-11","7.8","1331","11","6","4",,,"0","2","0","5","0","28",,,"1.38","84","618","420","3.02",,"50.4","60.2","40.6","300","330","28.0","43"
"US1NJUN0041","40.641676","-74.339386","34.4","2022-04",,,,"13","7",,,,,,,,,,,"1.60",,,,"4.57",,,,,,,,
"US1NJUN0041","40.641676","-74.339386","34.4","2022-08",,,,"7","5",,,,,,,,,,,"2.05",,,,"3.24",,,,,,,,
"US1NJUN0041","40.641676","-74.339386","34.4","2022-09",,,,"8","5",,,,,,,,,,,"2.04",,,,"5.01",,,,,,,,
"US1NJBG0043","40.90001","-74.06641","24.7","2022-01",,,,"10","7",,,,,,,,,,,"1.56",,,,"3.45",,,,,,,,
"US1NJBG0043","40.90001","-74.06641","24.7","2022-02",,,,"8","6",,,,,,,,,,,"0.86",,,,"3.30",,,,,,,,
"US1NJBG0043","40.90001","-74.06641","24.7","2022-03",,,,"15","6",,,,,,,,,,,"0.55",,,,"2.30",,,,,,,,
"US1NJBG0043","40.90001","-74.06641","24.7","2022-04",,,,"13","7",,,,,,,,,,,"1.64",,,,"4.45",,,,,,,,
